ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
20_MSC,RL,70.0,9100,Reg,Lvl,Inside,Sawyer,RRAe,1Fam,1Story,5,4,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,0,LwQ,36.0,Unf,0.0,952.0,988.0,5,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1977.0,Unf,2.0,624.0,3,3,1,0,0,0,0,0,0,0,Jul,2006,WD ,129500
90_MSC,RL,63.0,8668,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1968,1968,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,Unf,0.0,Unf,0.0,1560.0,1560.0,3,1,SBrkr,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Detchd,1968.0,Unf,3.0,792.0,3,3,1,0,0,0,0,0,0,0,May,2007,WD ,126000
20_MSC,RL,70.0,11767,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,1,Rec,1078.0,Unf,0.0,0.0,1078.0,3,1,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,Min1,0,0,Attchd,1950.0,RFn,1.0,195.0,3,3,1,0,41,211,0,0,0,900,Jun,2009,WD ,120000
20_MSC,RL,70.0,8400,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,2,GLQ,712.0,Unf,0.0,761.0,1473.0,5,1,SBrkr,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2004.0,RFn,2.0,606.0,3,3,1,0,35,0,144,0,0,0,May,2010,WD ,213000
120_MSC,RL,40.0,3874,IR1,Lvl,Inside,Greens,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,3,GLQ,807.0,Unf,0.0,419.0,1226.0,3,1,SBrkr,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,Typ,1,2,Attchd,1980.0,Fin,2.0,484.0,3,3,1,133,78,0,0,0,0,0,Jul,2006,WD ,190000
20_MSC,RL,68.87899941826643,8076,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1993,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,0,GLQ,705.0,Unf,0.0,455.0,1160.0,4,1,SBrkr,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Attchd,1993.0,Fin,2.0,402.0,3,3,1,0,26,0,0,144,0,0,Jul,2006,WD ,183500
80_MSC,RL,93.0,10090,IR1,Lvl,Inside,NAmes,Norm,1Fam,SLvl,7,5,1963,1999,Gable,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3,3,2,Rec,242.0,ALQ,483.0,0.0,725.0,3,1,SBrkr,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,Typ,2,3,BuiltIn,1963.0,Unf,1.0,276.0,3,3,1,460,46,0,0,165,0,0,Oct,2007,WD ,172000
20_MSC,RL,67.0,8877,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,ALQ,690.0,Unf,0.0,126.0,816.0,5,1,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,3,3,Typ,1,4,Detchd,1958.0,Unf,1.0,288.0,2,2,1,0,0,0,0,0,0,0,May,2009,WD ,100000
20_MSC,RL,85.0,11058,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4,3,0,GLQ,56.0,Unf,0.0,1508.0,1564.0,5,1,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,RFn,3.0,814.0,3,3,1,0,24,0,0,0,0,0,Feb,2008,WD ,218836
190_MSC,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,0,Unf,0.0,Unf,0.0,482.0,482.0,5,0,SBrkr,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,Typ,1,3,Detchd,2003.0,Unf,2.0,672.0,4,3,1,0,25,212,0,0,0,0,Apr,2008,WD ,163000
20_MSC,RL,59.0,10936,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1510.0,1510.0,5,1,SBrkr,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2.0,534.0,3,3,1,100,18,0,0,0,0,0,Apr,2007,New,206580
60_MSC,RL,65.0,8461,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,728.0,728.0,5,1,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,2.0,390.0,3,3,1,0,24,0,0,0,0,0,Jul,2006,New,163990
70_MSC,RM,60.0,7518,Reg,Lvl,FR3,IDOTRR,Norm,1Fam,2Story,5,8,1910,2004,Gable,AsbShng,Plywood,None,0.0,2,4,BrkTil,2,2,0,Unf,0.0,Unf,0.0,396.0,396.0,4,1,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,Typ,0,0,Detchd,2001.0,Unf,1.0,390.0,3,3,0,0,72,45,0,0,0,0,Jul,2006,WD ,116500
60_MSC,RL,68.87899941826643,8010,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,840.0,840.0,5,1,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,Typ,1,4,BuiltIn,2002.0,Fin,2.0,400.0,3,3,1,138,48,0,0,0,0,0,Jul,2008,WD ,188000
85_MSC,RL,68.87899941826643,10050,IR1,Lvl,Inside,NAmes,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,2,GLQ,602.0,Unf,0.0,191.0,793.0,5,1,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,Typ,1,3,Basment,1966.0,Fin,2.0,432.0,3,3,1,140,40,0,0,0,0,0,Jun,2007,WD ,175000
120_MSC,RL,38.0,4740,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,3,GLQ,248.0,Unf,0.0,918.0,1166.0,4,1,SBrkr,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1988.0,RFn,2.0,480.0,3,3,1,0,108,0,0,135,0,0,Oct,2007,WD ,182000
30_MSC,RM,60.0,6978,Reg,Bnk,Inside,OldTown,Artery,1Fam,1Story,5,7,1926,1980,Gable,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,3,0,Unf,0.0,Unf,0.0,850.0,850.0,3,1,SBrkr,960,0,0,960,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1981.0,RFn,2.0,576.0,3,3,1,0,0,116,0,0,0,0,Apr,2007,WD ,103000
20_MSC,RL,68.87899941826643,11400,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1Story,10,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5,3,3,GLQ,1282.0,Unf,0.0,1351.0,2633.0,5,1,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,Typ,2,4,Attchd,2001.0,RFn,3.0,804.0,3,3,1,314,140,0,0,0,0,0,Mar,2007,WD ,466500
20_MSC,RL,66.0,9240,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,8,1959,1998,Hip,MetalSd,MetalSd,None,0.0,4,3,CBlock,3,3,0,ALQ,708.0,Unf,0.0,280.0,988.0,3,1,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,1959.0,Unf,1.0,297.0,3,3,1,156,0,0,0,0,0,0,Jun,2009,WD ,149500
120_MSC,RL,24.0,2304,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,1Story,7,7,1978,1978,Gable,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,GLQ,632.0,Unf,6.0,423.0,1061.0,3,1,SBrkr,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,Typ,0,0,Attchd,1978.0,Unf,1.0,319.0,3,3,1,108,32,0,0,0,0,0,Apr,2007,WD ,142500
30_MSC,RL,54.0,7223,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,Hip,Stucco,Plywood,None,0.0,3,3,PConc,3,3,1,BLQ,319.0,Unf,0.0,971.0,1290.0,3,1,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1973.0,Unf,1.0,352.0,3,3,1,0,0,64,0,0,0,0,Apr,2007,WD ,136500
160_MSC,RH,68.87899941826643,3612,IR1,Lvl,Inside,Landmrk,Norm,Twnhs,2Story,6,5,1993,1994,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,GLQ,338.0,Unf,0.0,292.0,630.0,5,1,SBrkr,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,Typ,0,0,Detchd,1993.0,Unf,2.0,484.0,3,3,1,0,48,0,0,0,0,0,Jun,2006,WD ,137000
20_MSC,RL,63.0,12680,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1988,1988,Gable,Plywood,Wd Sdng,BrkFace,102.0,4,3,CBlock,4,4,1,GLQ,983.0,Unf,0.0,692.0,1675.0,5,1,SBrkr,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,Typ,1,5,Attchd,1988.0,RFn,2.0,528.0,3,3,1,0,48,0,0,141,0,0,Jun,2008,WD ,226500
20_MSC,RL,85.0,10176,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,GLQ,637.0,Unf,0.0,663.0,1300.0,4,1,SBrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,Typ,1,1,Attchd,1990.0,Unf,2.0,506.0,3,3,1,192,0,0,0,0,0,0,Feb,2010,WD ,171500
80_MSC,RL,55.0,10780,IR1,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,ALQ,483.0,Unf,0.0,428.0,911.0,4,1,SBrkr,954,0,0,954,0.0,0.0,1,0,3,1,3,6,Typ,0,0,Detchd,1976.0,Unf,2.0,576.0,3,3,1,0,0,0,0,0,0,0,Jul,2006,WD ,132500
90_MSC,RL,68.87899941826643,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,None,0.0,None,0.0,0.0,0.0,2,0,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,Unf,2.0,400.0,3,3,1,0,0,0,0,0,0,0,May,2006,WD ,87500
60_MSC,FV,79.0,10646,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,513.0,3,3,PConc,3,3,0,GLQ,681.0,Unf,0.0,177.0,858.0,5,1,SBrkr,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,2001.0,Fin,2.0,546.0,3,3,1,0,0,0,0,0,0,0,Jun,2008,WD ,223000
20_MSC,RL,80.0,8400,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,9,1962,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,0,Unf,0.0,Unf,0.0,1319.0,1319.0,3,1,SBrkr,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,Typ,1,4,Attchd,1962.0,RFn,2.0,462.0,3,3,1,0,36,0,0,0,0,0,Jul,2008,COD,174000
20_MSC,RL,85.0,15428,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1951,1991,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,Rec,741.0,Unf,0.0,143.0,884.0,5,1,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1951.0,Fin,1.0,270.0,3,3,1,0,0,0,0,195,0,0,Jun,2006,WD ,142000
20_MSC,FV,81.0,11216,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,0,Unf,0.0,Unf,0.0,1489.0,1489.0,5,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,2.0,776.0,3,3,1,0,140,0,0,0,0,0,Jun,2006,New,232600
20_MSC,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,0,ALQ,663.0,LwQ,377.0,0.0,1040.0,2,1,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,Typ,1,2,Attchd,1974.0,RFn,2.0,484.0,3,3,1,265,0,0,0,0,648,0,Jan,2006,WD ,181000
160_MSC,RM,42.0,3964,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,0,ALQ,837.0,Unf,0.0,105.0,942.0,4,1,SBrkr,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,Maj1,1,4,Attchd,1973.0,Fin,2.0,576.0,3,3,1,728,20,0,0,0,0,0,Jun,2006,WD ,151400
20_MSC,RL,98.0,11428,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1626.0,1626.0,5,1,SBrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2006.0,RFn,3.0,866.0,3,3,1,0,44,0,0,0,0,0,May,2007,WD ,250000
60_MSC,RL,80.0,10421,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,0,GLQ,394.0,Unf,0.0,586.0,980.0,3,1,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1988.0,Unf,2.0,496.0,3,3,1,228,66,156,0,0,0,500,Mar,2010,WD ,196500
75_MSC,RM,75.0,13500,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,3,0,Unf,0.0,Unf,0.0,819.0,819.0,3,1,FuseA,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,Typ,1,4,Attchd,1950.0,Unf,2.0,576.0,3,3,0,0,148,150,0,0,0,0,Feb,2007,WD ,185000
20_MSC,RL,75.0,9000,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1969,1969,Gable,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,2,BLQ,955.0,Unf,0.0,261.0,1216.0,3,1,SBrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1969.0,Unf,1.0,336.0,3,3,1,0,0,0,0,0,0,0,Aug,2009,WD ,113000
20_MSC,RL,60.0,8089,Reg,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,6,2007,2007,Gable,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,2,GLQ,945.0,Unf,0.0,474.0,1419.0,5,1,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,Typ,1,4,Attchd,2007.0,RFn,2.0,567.0,3,3,1,140,0,0,0,0,0,0,Oct,2007,New,392000
90_MSC,RL,35.0,9400,IR1,Lvl,CulDSac,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4,4,3,GLQ,945.0,Unf,0.0,0.0,945.0,3,1,SBrkr,980,0,0,980,0.0,2.0,2,0,4,0,3,4,Typ,0,0,None,0.0,None,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Oct,2006,WD ,127500
160_MSC,FV,24.0,2117,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,0,GLQ,417.0,Unf,0.0,339.0,756.0,5,1,SBrkr,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,Typ,0,0,Detchd,2000.0,Unf,2.0,440.0,3,3,1,0,32,0,0,0,0,0,Sep,2007,WD ,177000
60_MSC,FV,85.0,10625,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1158.0,1158.0,5,1,SBrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,Min2,1,4,BuiltIn,2004.0,RFn,3.0,744.0,3,3,1,193,127,0,0,0,0,0,Jun,2007,WD ,265000
60_MSC,FV,106.0,8413,IR1,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,4,4,PConc,5,3,1,GLQ,901.0,Unf,0.0,319.0,1220.0,5,1,SBrkr,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,Typ,2,3,Attchd,1998.0,RFn,2.0,1105.0,4,3,1,147,0,36,0,144,0,0,Jun,2007,WD ,312500
75_MSC,RM,75.0,13500,Reg,Lvl,Inside,OldTown,Artery,1Fam,2.5Unf,10,9,1893,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,0,Unf,0.0,Unf,0.0,1237.0,1237.0,4,1,SBrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,Typ,1,4,Detchd,1988.0,Unf,2.0,880.0,4,3,1,105,502,0,0,0,0,0,Jul,2008,WD ,325000
20_MSC,RL,68.87899941826643,15676,IR1,Low,Inside,Veenker,Norm,1Fam,1Story,8,8,1980,1980,Gable,VinylSd,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,3,ALQ,1733.0,Rec,92.0,189.0,2014.0,4,1,SBrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,Maj1,2,4,Attchd,1980.0,RFn,3.0,864.0,3,3,1,462,0,0,255,0,0,0,Apr,2009,WD ,275000
60_MSC,RL,82.0,9950,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,GLQ,565.0,Unf,0.0,638.0,1203.0,5,1,SBrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1995.0,RFn,3.0,721.0,3,3,1,224,114,0,0,0,0,0,Jun,2007,WD ,290000
20_MSC,RL,39.0,15410,IR1,Lvl,CulDSac,Sawyer,RRNe,1Fam,1Story,6,6,1974,2002,Hip,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,3,BLQ,126.0,GLQ,859.0,223.0,1208.0,5,1,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,Typ,2,2,Attchd,1974.0,Fin,2.0,461.0,3,3,1,296,0,186,0,0,0,0,Apr,2010,WD ,169000
30_MSC,RM,50.0,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,0,LwQ,616.0,Unf,0.0,0.0,616.0,4,1,SBrkr,616,0,0,616,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1921.0,Unf,1.0,205.0,3,3,1,0,0,129,0,0,0,0,Jun,2006,WD ,89000
60_MSC,RL,63.0,8402,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0.0,Unf,0.0,789.0,789.0,4,1,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,Typ,1,4,Attchd,1998.0,Fin,2.0,393.0,3,3,1,0,75,0,0,0,0,0,May,2010,WD ,180400
20_MSC,RL,85.0,10655,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,0,GLQ,1124.0,Unf,479.0,1603.0,3206.0,5,1,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2003.0,RFn,3.0,880.0,3,3,1,0,0,0,0,0,0,0,Oct,2009,WD ,284000
20_MSC,RL,70.0,10150,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,3,3,0,Rec,456.0,Unf,0.0,456.0,912.0,5,1,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1958.0,RFn,1.0,275.0,3,3,1,0,0,0,0,0,0,0,Jul,2007,COD,114500
20_MSC,RL,84.0,10084,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,2,GLQ,24.0,Unf,0.0,1528.0,1552.0,5,1,SBrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2005.0,RFn,3.0,782.0,3,3,1,144,20,0,0,0,0,0,Jul,2006,New,212900
20_MSC,RL,67.0,16285,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1413.0,1413.0,5,1,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2001.0,RFn,2.0,605.0,3,3,1,0,33,0,0,0,0,0,Jun,2009,WD ,187100
160_MSC,FV,34.0,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0,GLQ,419.0,Unf,0.0,310.0,729.0,4,1,SBrkr,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,Typ,1,2,Detchd,1999.0,Unf,2.0,440.0,3,3,1,0,32,0,0,0,0,0,Jun,2007,WD ,176000
20_MSC,RL,68.87899941826643,21579,IR1,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,6,1968,1968,Hip,HdBoard,BrkFace,None,0.0,3,3,PConc,4,3,0,BLQ,813.0,Unf,0.0,675.0,1488.0,5,1,SBrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,Typ,2,4,Attchd,1968.0,RFn,2.0,552.0,3,3,1,0,0,216,0,0,0,0,Sep,2007,CWD,215000
60_MSC,RL,64.0,8320,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,490.0,Unf,0.0,280.0,770.0,5,1,SBrkr,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2.0,520.0,3,3,1,0,45,0,0,0,0,0,Sep,2008,WD ,185900
20_MSC,RL,60.0,6960,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,375.0,BLQ,239.0,250.0,864.0,3,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,4,5,Typ,0,0,Detchd,1989.0,Unf,2.0,660.0,3,3,1,96,0,0,0,0,0,500,Nov,2009,WD ,120500
60_MSC,RL,60.0,21930,IR3,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,5,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,2,Unf,0.0,Unf,0.0,732.0,732.0,5,1,SBrkr,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,Typ,1,4,BuiltIn,2005.0,Fin,2.0,372.0,3,3,1,100,40,0,0,0,0,0,Jul,2006,WD ,192140
20_MSC,RL,60.0,6600,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,Gable,VinylSd,VinylSd,None,0.0,4,4,CBlock,3,3,0,ALQ,641.0,Unf,0.0,175.0,816.0,5,1,SBrkr,816,0,0,816,0.0,1.0,1,0,3,1,4,5,Typ,1,5,Attchd,1982.0,Unf,1.0,264.0,3,3,1,0,0,0,0,0,0,0,Oct,2008,WD ,130500
50_MSC,RL,50.0,8405,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,None,0.0,3,3,Slab,0,0,0,None,0.0,None,0.0,0.0,0.0,3,0,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,3,9,Mod,0,0,Detchd,1945.0,Unf,1.0,240.0,3,3,0,92,0,185,0,0,0,0,Apr,2009,WD ,98000
20_MSC,RL,91.0,11778,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,3,GLQ,2085.0,Unf,0.0,186.0,2271.0,5,1,SBrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,Typ,2,4,Attchd,2008.0,RFn,3.0,1348.0,4,3,1,0,0,70,0,255,0,0,Jun,2008,WD ,475000
